,spot_price,current_time,strike_price,best_bid,best_offer,ticker,impl_volatility,market_price
139,61.459999084472656,0.1561643835616438,80.0,17.0,20.6,SPXC,0.417592,18.8
140,62.349998474121094,0.1534246575342465,80.0,16.7,19.5,SPXC,0.454503,18.1
141,62.47999954223633,0.1452054794520547,80.0,15.2,20.0,SPXC,0.333404,17.6
142,63.2400016784668,0.1424657534246575,80.0,15.3,18.6,SPXC,0.373757,16.950000000000003
143,63.470001220703125,0.1397260273972602,80.0,15.8,18.4,SPXC,0.477006,17.1
144,62.029998779296875,0.136986301369863,80.0,16.6,19.2,SPXC,,17.9
145,63.68000030517578,0.1342465753424657,80.0,14.2,18.4,SPXC,,16.299999999999997
146,62.970001220703125,0.1260273972602739,80.0,16.0,17.4,SPXC,,16.7
147,62.47999954223633,0.1232876712328767,80.0,15.2,19.4,SPXC,,17.299999999999997
148,61.83000183105469,0.1205479452054794,80.0,16.4,20.1,SPXC,0.378129,18.25
149,61.7400016784668,0.1178082191780822,80.0,16.6,19.3,SPXC,,17.950000000000003
150,61.25,0.1150684931506849,80.0,17.3,20.6,SPXC,0.465834,18.950000000000003
151,60.33000183105469,0.1041095890410958,80.0,18.9,20.7,SPXC,0.473967,19.799999999999997
152,59.810001373291016,0.1013698630136986,80.0,18.0,20.8,SPXC,,19.4
153,58.880001068115234,0.0986301369863013,80.0,19.0,21.6,SPXC,,20.3
154,58.09000015258789,0.0958904109589041,80.0,19.5,23.3,SPXC,,21.4
155,57.79999923706055,0.0876712328767123,80.0,20.0,23.5,SPXC,,21.75
156,56.650001525878906,0.084931506849315,80.0,20.5,23.8,SPXC,,22.15
157,56.400001525878906,0.0821917808219178,80.0,21.5,25.5,SPXC,,23.5
158,55.13999938964844,0.0794520547945205,80.0,22.8,27.3,SPXC,0.732574,25.05
159,54.459999084472656,0.0767123287671232,80.0,23.5,27.5,SPXC,,25.5
160,54.20000076293945,0.0684931506849315,80.0,24.5,28.4,SPXC,1.05732,26.45
161,54.209999084472656,0.0657534246575342,80.0,23.2,27.9,SPXC,,25.549999999999997
162,54.90999984741211,0.0630136986301369,80.0,22.7,27.0,SPXC,,24.85
163,55.18000030517578,0.0602739726027397,80.0,23.8,25.6,SPXC,,24.700000000000003
164,54.7400016784668,0.0575342465753424,80.0,22.9,26.8,SPXC,,24.85
165,55.209999084472656,0.0493150684931506,80.0,22.5,26.3,SPXC,,24.4
166,53.560001373291016,0.0465753424657534,80.0,24.2,28.4,SPXC,,26.299999999999997
167,54.68000030517578,0.0438356164383561,80.0,23.3,27.5,SPXC,0.872819,25.4
168,53.45000076293945,0.0410958904109589,80.0,24.0,28.7,SPXC,,26.35
169,56.060001373291016,0.0383561643835616,80.0,22.3,26.5,SPXC,1.20982,24.4
170,56.4900016784668,0.0301369863013698,80.0,21.2,25.7,SPXC,,23.45
171,57.7599983215332,0.0273972602739726,80.0,21.0,24.0,SPXC,1.179628,22.5
172,57.040000915527344,0.0246575342465753,80.0,21.5,25.5,SPXC,1.503573,23.5
173,58.45000076293945,0.021917808219178,80.0,19.8,24.0,SPXC,1.360006,21.9
174,58.75,0.0191780821917808,80.0,20.4,23.5,SPXC,1.691928,21.95
175,58.68000030517578,0.010958904109589,80.0,19.2,23.5,SPXC,1.270489,21.35
176,58.04999923706055,0.0082191780821917,80.0,19.5,22.8,SPXC,,21.15
177,58.09000015258789,0.0054794520547945,80.0,19.7,24.5,SPXC,2.445386,22.1
178,59.619998931884766,0.0027397260273972,80.0,19.1,22.2,SPXC,,20.65
